text,category,sentiment,rawsentenceIdx
인터넷은 우수한 더 신라 제주 방은 깨끗하고 현대적인 욕실 용품도 훌륭합니다,깨끗,1,1386
이 숙 박시설에서 좋은 리뷰를 읽고 많이 생각했던 것이나 를 위한 좋은 시도 한 현대적인 시설은 아주 약간 과장된 아우라 평균적인 숙박을 원하든 이상 하지 않았다,깨끗,1,1387
방은 아주 높은 기술 깨끗하고 넓고 깔끔한 침대는 편안했습니다,깨끗,1,1388
제가 묵어 본 호텔 중 최고의 호텔 뛰어난 서비스 직원들이 매우 도움이 되고 세련되게 디자인된 객실 및 고급스럽게,깨끗,1,1390
신라 호텔에 두 번 묵었고 좋은 일 년 전에 첫 번째 모든 것이 정말 최고 객실의 편안함,깨끗,1,1391
체포 된 색상 넓은 공간과 훌륭한 서비스 일정한 스트림의 비싼 리무진이 우아한 한국 손님들은 또 다른 세계가 점점 컨택터류의 호텔은 럭셔리한 호텔 객실은 적당한 크기에 깔끔했어요,깨끗,1,1394
공용 구역과 침실에 있는 멋진 레스토랑 및 표준 가구 우아한 호텔이었지만 매우 편안했어요,깨끗,1,1396
전망 좋은 방이 있어 의 건물들은 몇 가 지지 입니다,깨끗,0,1398
침대는 굉장히 있는 그래서 좋은 휴식하기 비행 동급 최고의 시설도 완벽 리셉션과 체크 인 은 아주 효율적이고 화려한 욕실은 아주 깨끗하고 했습니다,깨끗,1,1398
전반적인 객실은 완벽한 경험 였습니다,깨끗,1,1398
환상적인 위치 반얀 트리 의 근처에 위치한 그랜드 앰배서더 호텔 저는 제가 반얀트리 에 묵었기 때문에 리뷰를 작성한 호텔 리뷰를 볼 수 있기 때문에 이 제 형 결정 신라호텔 창문 밖 나는 나 자신을 생각하고 저는 오히려 세 객실 그 이상한 좁은 방에 이런 큰 호텔 하지만 방은 그냥 멋진 디자인 창문이 있어서 이 방을 누가 디자인 한지는 엄지 손가락을 중단을 느끼지 않는다 하고 침구 사용 중 하나에 최고의 집을 사려고 세트 하지만 그들은 판매하지 않습니다,깨끗,1,1401
우리가 묵었던 신라 호텔에서 5일을 밤에 있는 다른 방은 매우 좋은 적당한 크기의 욕실과 충분한 한 모든 것이 가능해야 합니다,깨끗,0,1402
이곳은 훌륭한 호텔입니다,깨끗,1,1403
방은 훌륭했고 매우 크고 잘 갖추어 져,깨끗,1,1403
객실 상태는 최고입니다,깨끗,1,1406
어떤 차이는 인테리어 변경할 수 있습니다,깨끗,0,1408
방은 깨끗하고 넓고 전 이 달랐다,깨끗,1,1408
방은 크기도 좋았고 잘 갖춰진 깨끗하고 정돈 되어 있다,깨끗,1,1410
방은 편안하고 장식이 잘 되어 남산 타워를 볼 수 있는 방에서 합니다,깨끗,1,1411
호텔 디자인은 아주 좋고 밝은 색상의 현대적인 샹들리에 로 꾸며진 인테리어와 생지 느낌이다,깨끗,1,1413
훌륭한 수영장과 체육시설 꼭,깨끗,1,1415
세련된 호텔 아름다운 정원 및 인테리어 좋은 곳에 위치해 있습니다,깨끗,1,1417
저희는 객실 세련된 기능적 이었죠,깨끗,1,1417
할 수 있는 큰 방은 시티 뷰 18 좀 더 편안한 작은 라운지 공간 및 시끄럽지 않다,깨끗,1,1418
제가 묵었던 롯데 호텔 하얏트 노보텔 시 신라 가 최고의 서비스 최고의 호텔 시설 좋은 위치 최고의 이그제큐티브 라운지 레스토랑 특히 침구는 정말 빛 깨끗하고 아늑했다,깨끗,1,1419
로비는 크고 복잡한 넓은 객실과 훌륭한 편의 시설 몰튼 브라운 세면도구 클럽 층 라운지 입니다 라운지에서 보이는 전망도 아름다웠습니다,깨끗,1,1421
오래된 스타일의 외관 과는 다르게 최근에 보수 공사를 마친 인테리어는 매우 정교한 것,깨끗,1,1423
이 호텔은 서울의 5대 아주 고급스러운 다양한 크기의 방은 멋지게 아마도 70 인치 가 있었습니다,깨끗,1,1426
셔틀은 가장 가까운 명소는 아니지만 전체적으로 아주 좋은 호텔 큰 객실 매우 깨끗하고 멋지게 장식되어 있고 음식도 좋고 호텔이라고 생각하는 긴 역사의 장식과 시설들이 아주 새 것이지만 아주 잘 되어 있습니다,깨끗,1,1427
침대는 편안했습니다,깨끗,1,1428
현대적인 모습 세련된 하지만 따뜻한 큰 나무는 신라 의 객실 및 로비 층을 통합 더 세련된 느낌을 주지만 아리마를 침대도 훌륭하고 사려 깊은 편의 시설 및 욕실도 지속적으로 보충 방문하는 동안 유리 조각에 매달려 있는 로비는 매우 잘 기획 또한 이 설치되어 있는 편리한 위치에 있는 현관 로비의 끝에서,깨끗,1,1429
우리는 아주 만족을 신라 가 묵은 호텔 중에 하나가 한국에 합니다,깨끗,1,1432
특히 내가 코 폐에 요 및 침대는 매우 편안하고 잘 꾸며진 방,깨끗,1,1432
묵었던 신라,깨끗,1,1433
최고의 서비스와 시설을 기대할 때 이 경우 만원 돈은 아까운 생각입니다,깨끗,0,1436
남산 전망 방 달라고 멋진 일몰과 산의 전망을 즐기 실 수 있습니다,깨끗,1,1437
매우 독특 하,깨끗,1,1443
나는 웨스틴 조선 호텔에서 가까운 쇼핑 센터 박물관 및 주요 메트로 신라 의 경우 젊고 경험이 없는 직원들의 재교육 관리 검토 및 방은 잘 갖춰져 있고 훌 륭한 욕실 화장실에 훌륭한 일본식 상대적으로 비싼 가격이지만 많은 고급 옵션 가 위의 호텔은 서울 여행 신라 는 그 중의 하나,깨끗,1,1445
이 호텔은 아주 깨끗하고 새것 이 보인다,깨끗,1,1454
호텔에서 와이파이는 빠르고 완벽한 곳이 기 때문이다,깨끗,0,1454
사랑스러운 호텔 친절하고 조용하고 깨끗하고 조용하고 잘 꾸며져 있습니다,깨끗,1,1457
하나는 아픔 이 없는 5분 정도 이지만 정말 아름다운 경험이 머무르고 하지 않습니다,깨끗,0,1460
객실과 호텔 전체가 매우 깨끗하고 잘 이스트 웨스트의 충족 및 나무랄 유지,깨끗,1,1460
이러한 사소한 문제와 비교했을 때 전반적인 우수성 우리는 한국인이 훨씬 럭 셔리 호텔 뒤에 있는 것들을 고급 호텔 가격도 매우 합리적입니다,깨끗,1,1461
신라 호텔은 한국에서 최고의 호텔이 필요한 용품도 여러 공간 디자인은 절대적으로 좋은 매우 깨끗했고 필요한 모든 재료를 제공해 주었다,깨끗,1,1464
남산타워에 위치해 있기 때문에 신선한 공기가 있는 전망 좋은 호텔과 비교했을 때 서울에 또한 주변 환경 화려 장식 아름다운 로비 훌륭한 레스토랑 직원들은 전문적으로 훈련 된 밤을 만들어 주어,깨끗,1,1464
하지만 가장 기본적인 저렴한 객실 뿐만 아니라 현대적인 객실이 크고 깨끗하고 꼼꼼하게,깨끗,0,1464
방은 매우 크고 샤워 시설도 훌륭했다,깨끗,1,1465
훌륭한 서비스 정말 흥미로운 건물과 방 자체는 매우 편안했어요,깨끗,1,1466
절대적으로 최고의 해,깨끗,1,1467
방은 최고였어요,깨끗,1,1468
우리가 머문 방은 매우 편안하고 최근에 리모델링 된 것 같아요,깨끗,1,1469
욕실도 깨끗하고 넓고 현대적인 레저 또는 비즈니스의 경우에 완벽한 장소입니다,깨끗,1,1469
이 정부에 있다고 하지 않아 우리가 체크인 할 일들이 더 나은 방은 매우 편안한 침대 그리고 현대적인 아마 가장 편안한 침대 외에 웨스틴 이 하기도 합니다,깨끗,0,1470
욕실은 매우 훌륭하고 좋은 샤워실 및 욕조 또한 최고급 시설과 욕실은 신라 에 몰튼 브라운 잘 있어서 불만은 없습니다,깨끗,1,1470
서울에서 최고라 것이,깨끗,1,1473
나는 내 인생에서 매우 좋은 호텔에 묵었는데 정말 독특한 사람이 있고 너무 신라 는 원래의 가장 실내 장식은 우아한 식사를 하고 방은 환상적인 멋진 침대 욕실 제품은 등이 있습니다,깨끗,1,1475
실제로는 식당에 서 마시는 모든 유리 40 이하 인다의 하지만 모든 것이 더 비싼 가격이 품질 일치시킬 수 있습니다,깨끗,0,1478
그가 가진 최고의 적,깨끗,1,1478
나는 방 자체 취사 시설 좋은 점 저는 최근에 개조 된 이라고 하더군요,깨끗,1,1479
저는 전반적으로 훌륭한 신라 의 느낌,깨끗,1,1481
모든 것이 완벽했다,깨끗,1,1483
훌륭한 위치 아름답고 현대적인 객실 최고의 서비스 이는 내가 묵었던 호텔 중 최고의 호텔 중 8년 동안 전 세계 많은 착부 기회가 있다면 그냥 가지고 가,깨끗,1,1483
호텔의 시설은 최고입니다,깨끗,1,1490
내가 본 호텔 중에 정말 최고의 경험 시설이 매우 훌륭하고 친절한 객실은 적당한 크기 모든 시설을 이용하실 수 있습니다,깨끗,1,1491
아주 편안하고 좋은 품질을 잠을,깨끗,1,1491
호텔은 아주 깨끗했습니다,깨끗,1,1491
매우 아늑한 호텔 다시 서울에 가 고 싶은 호텔입니다,깨끗,1,1491
방은 좋은 크기였다,깨끗,1,1492
호텔은 티끌 하나 없이 깨끗하고 있습니다,깨끗,1,1492
방은 환상적인 침대는 편안했고 욕실도 넓고 꿈 같은 곳 객실은 아주 넓고 매우 깨끗하고 시설도 좋았어요,깨끗,1,1494
이 깨끗하고 현대적이고 고급 양식인 서울,깨끗,1,1494
방은 훌륭했습니다,깨끗,1,1499
한국식 제가 자랑하고 있는 호텔이나 만족 자국 아름다운 야경 풍경과 내 마음에 따뜻한 아름다운 과정의 음식 이 월드 클래스 진주 한 가운데 서울 대한민국,깨끗,1,1500
방은 아주 좋은 디자인 그리고 잘 유지,깨끗,1,1508
신라 서울에서 3일을 머물렀는데 12월 신라 는 매우 좋은 분위기는 클래식 지 이엠 업데이트됩니다,깨끗,1,1513
신라 는 매우 인상적인 입구와 로비와 좋은 위치 최고의 숙박은 고급 방이 최근 개조 멋진 평면 티브이 샤워하고 아름다운 침대와 침구 조금 아쉬웠던 점은 방이 좀 작고 하나의 의자,깨끗,1,1514
이 점은 정말 공연히 신라 서울이 한국 브랜 드 중 최고였고 비쌌습니다,깨끗,0,1517
솔직히 나는 생각합니다,깨끗,0,1517
3일을 묵었는데 신라호텔 이곳은 의 심의 여지도 없이 인생 최고의 호텔 경험 호텔은 최근에 리모델링 되었으며 방은 놀라운 모든 현대 편의 시설과 편안함,깨끗,1,1519
객실은 넓고 깨끗했습니다,깨끗,1,1526
현대적이면서도 최고의 디자인을 보아 왔습니다,깨끗,1,1526
잘 에서 묵었는데 5 11월 8일 아마도 시간과 날씨에 대한 호텔은 최고의 시설에서 지 내지 객실 위치 편안함,깨끗,1,1529
이 시설은 리모델링을 거쳤기 때문에 정말 한 이 미 지난 좋은 시설입니다,깨끗,1,1530
체육시설과 수영장 이용하지는 않았다,깨끗,0,1534
방은 편안하고 잘 정리되어 있다,깨끗,1,1535
우리는 주니어 스위트 메리어트 서울 도 훨씬 큰 거실과 침실 비슷한 가격에 이그제큐티브 플로어에서 제공하지 않은 서울 신라 호텔 그러나 호텔 신라 호텔의 위치가 더 가깝고 남산공원 우리가 묵은 신라 조각 정원 산책 이 멋진 정원과 조각품 들도 너무 좋았어요,깨끗,1,1535
처음 이곳에 출장으로 2박을 위해 아름답게 개조 잘 관리 그리고 매우 편안 로비와 공용 공간은 세련된 인테리어,깨끗,1,1536
방은 넓고 밝은 깨끗함,깨끗,1,1536
방은 깨끗하고 신선한 작지만 무료 와이파이와 좋은 책상과 푸른 언덕이 보였습니다,깨끗,1,1537
전반적으로 좋은 은 신처 호텔에서 바쁜 도시,깨끗,1,1538
호텔 인테리어는 최상급 과 방은 매우 잘 갖춰져 있고 모든 국제 어댑터에서 서서 진 중 고요함의 옷장 공간이 좀 작기는 하지만 꼭 이곳에 다시 오게 된다면 다시 서울 신라,깨끗,1,1542
생각 하지만 방은 더 이상 전통적인 특히 오히려 좁아 샤워와 비교한 소나기 는 파크 하얏트 이들은 최근에 개조를 아주 수준이 높습니다,깨끗,0,1555
침대도 편안했구요,깨끗,1,1555
객실도 좋았고 욕실도 아름답고 침대도 정말 편안 우리 방으로 미리 예약한 조식 시간이었다,깨끗,1,1559
전체 시설 도 훌륭하 였습니다,깨끗,1,1560
매우 편안 일등 급 호텔,깨끗,1,1560
이 호텔에 묵을 경우 금액이 여자친구와 저는 로 적절하고 완벽한 서비스와 편안한 객실은 특히 침대가 좋았구요,깨끗,1,1562
가격 대비 룸이 특별하진 않았던 것 같아요,깨끗,0,1564
역시 신라는 최고네요,깨끗,1,1565
모든 면에서 만족하였고 누구의 방해도 받지 않고 편안하게 잘 쉬다가 갑니다,깨끗,1,1569
좋은 룸 컨디굔 좋으며 수영장 만족합니다,깨끗,1,1575
고층 원했는데 고층 해주셔서 ㅠ 남산뷰도 킹 왕짱 서울신라 진짜 최고네요 ㅜㅜㅜ,깨끗,1,1578
서울신라호텔은 최고의 호텔이니까 최고의 시설이지 않을까 싶습니다,깨끗,1,1579
역시 실망시키지 않는 최고에 요 지금 내 기분 신라,깨끗,1,1580
룸 컨디션은 좋았고 말하면 입 아프죠 ㅋ 친절이야 국내 최고여서 불편함 없이 맘껏 힐링하고 왔어요,깨끗,1,1583
객실은 조용하고 편안했고요,깨끗,1,1587
최고의 서비스와 최고의 시설로 정말 편하게 잘 쉬고 갑니다,깨끗,1,1589
직원 분들 너무 친절하시고 수영장 시설도 잘 되어 있고 특히 침구류 너무나 마음에 듭니다,깨끗,1,1589
사우나 어 매너티도 브랜드 통일 안 되고 저렴한 것들이었어요,깨끗,0,1591
제 기준엔 쾌적함 여유로움이 조금 부족해 자주 방문하지는 않 을 거 같아요,깨끗,0,1591
위치와 뷰 룸 컨디션이 훌륭하고 특히 라운지 서비스가 최고입니다,깨끗,1,1594
다녀온 지는 좀 되었지만 여태 다니 국나 호텔 중에는 제일 만족스럽습니다,깨끗,1,1599
아이 둘과 함께 한 숙박이었고 청결 시설 등 등 모든 면에서 만족했습니다,깨끗,1,1601
도심 속에서 이런 시간을 보낼 수 있다니 야외 수영장도 좋고 뒷동산 산책도 좋고 조식도 맛있고 편안한 침구까지 최고예요,깨끗,1,1604
분위기도 최고 시설도 최고 성수기엔 사람이 넘 많지만 요즘 가면 물도 따뜻하고 힐링하기엔 최고예요,깨끗,1,1605
룸 컨디션 조식 다 괜찮았어요,깨끗,1,1611
타 호텔에 비해 뛰어난 베이커리 스콘 바로 구워서 나와 따뜻하고 바삭합니다,깨끗,1,1620
객실 그랜드 디럭스 꽤 고급입니다,깨끗,1,1620
사우나는 제가 19년 15박 정도 하며 돌은 여러 5 성 호텔 사우나 중 시설 가장 최신에 가장 좋은 시설 구비하고 있습니다,깨끗,1,1620
침구가 참 마음에 들어요,깨끗,1,1621
저렴한 가격에 올라와서 득 템했습니다,깨끗,1,1622
호텔리어들의 서비스랑 하우스키퍼들도 훌륭하였고 다 괜찮았어요,직원,1,1
성수기라 체크인 시간은 좀 걸렸지만 직원들의 태도와 친절도가 우수했다,직원,1,3
체크아웃까지 정말 친절하게 모든 필요를 채워주셔서 감사했다,직원,1,3
매번 이 친절 때문에 또 오고 싶단 생각이 듭니다,직원,1,4
들어가자마자 저와 친구의 짐을 확인하고 들어주시는데 거기서 1차 충격 감동 체크인 전부터 직원 분들 친절이 몸에서 넘쳐 흐르시더군 요 객실은 생각보다 좁았으나 룸 컨디션 훌륭합니다,직원,1,5
짧은 멘트에도 느껴지는 친절은 신라에서만 느낄 수 있을 거라 생각됩니 다,직원,0,5
정말 멋지고 멋진 직원 분들이였습니다,직원,1,5
주차부터 퇴실 때까지 너무 친절하고 좋았어요,직원,1,7
아기를 위해서 흰 죽도 따로 끓여주셔서 배려에 감동했네요,직원,1,8
이그제큐티브 라운지 여자 직원분께서 친절하게 응대해주시고 꽃다발보시더니 기념일이시냐면서 초콜렛도 보내주시더군요,직원,1,10
쾌적하고 기분 좋은 곳 출장을 자주 다니지만 신 라만큼 직원 분들이 친철한 곳은 없는 듯해요,직원,1,18
신라는 늘 기분 좋은 곳입니다,직원,1,19
직원 분들도 친절하고 전체적으로 만족했습니다,직원,1,20
직원들의 서비스는 갈 때마다 느끼는 건데 친절하고 일 처리 빠르고 아주 편안한 서비스를 받을 수 있는 곳입니다,직원,1,22
룸도 깨끗하고 체크인 담당 직원 분들도 친절합니다,직원,1,23
차를 가지고 와서 다시 짐을 싣는데 여자분이 오셔서 짐 싣는 걸 도와 주시더군요,직원,1,23
맡겨둔 캐리어가 크다는 거 뻔히 보셨으면서 여자 직원분이 와서 짐 싣는 걸 도와 준다는 건 무슨 의 도인지,직원,0,23
남자분이 그렇게 많았는데 아무도 도와 주시지도 않더라구요,직원,0,23
친절한 직원 라운지 최신 시설,직원,1,24
체크인부터 삐 그덕 방을 바꾸는 과정에서 불친절했던 직원의 모습 룸 서비스에서 2차 삐 그덕 잘못된 오더를 바로잡는 과정에서 우리가 요구했던 걸 들어준 건 음식을 취소해주세요,직원,0,28
직원들 태도 역시 5 성급입니다,직원,0,31
입구 부터 친절하게 안내해주셨어요,직원,1,31
신라호텔 서비스는 호캉스에 하기에 최고입니다,직원,1,34
또 가고 싶고 감동입니다,직원,1,34
직원 분들이 너무 친절하셔서 감사했습니다,직원,1,50
신라만의 친절함이 좋네요,직원,1,51
자쿠지도 따뜻하구요,직원,1,51
덕분에 즐거운 호캉스 보냈습니다,직원,1,52
룸도 깨끗하고 직원들도 친절하고 좋아요,직원,1,61
호텔 셔틀버스부터 직원 분들의 친절함이 기 분 좋은 호텔입니다,직원,1,69
하루 쉬었는데 직원들 태도 조식 사우나 매우 좋아요,직원,1,74
또 라운지 이용할 때 직원 분들이 너무 친절하셨고 음식도 너무너 무너무 맛있어서 행복했어요,직원,1,75
모든 직원이 너무 친절했고 아침 조식이 정말 맛있습니다,직원,1,76
신라호텔의 친절은 부담스럽지 않고 기 분 좋게 해주는 거 같아요,직원,1,81
남편이 외국인이라 영어로 외국인한테는 왠만 해서는 컴플레인 없이 처리하고 싶었겠지요,직원,0,85
담당 매니저 분 또 그 위에 분하고 얘기 나누고 들어가게 됐습니다,직원,0,85
직원들도 대체적으로 서비스 마인드가 좋다,직원,1,87
역시 삼성 계열이라 직원 교육에도 공을 들인 것 같다,직원,1,87
여사님은 아니었습니다,직원,0,89
차라리 다 마셨는지 물어본 다 던가 치워도 되는지 묻는 것이 호텔리어 다운 모습이 아닐까요,직원,0,89
서비스 좋았습니다,직원,1,90
생일 하루 지 났는데 서비스도 챙겨주셔서 감사합니다,직원,1,95
원하는 대로 모두 맞춰 주셔서 정말 감사합니다,직원,1,98
직원들도 언제나 기 분 좋게 만드는 거 같아요,직원,1,99
직원들은 친절하다기보다 사무적이었다,직원,1,103
직원 분들 매우 친절하셨어요,직원,1,106
직원들의 서비스 마인드가 프로페셔널 하고 객실 상태나 부대 시설 등도 고급스럽고 좋아요,직원,1,111
모든 직원들이 굉장히 프로페셔널하고 특히 23층에서 체크인 해주시는 직원 분들 너무너무 친절하여 제대로 대접받는 느낌을 받았습니다,직원,1,113
직원들 응대 너무 친절하네요,직원,1,115
헬스장도 최고였고 직원들도 친절 한 편 내년에도 그냥 쉬러 가려고요,직원,1,121
룸 서비스 조식 부대시설 직원 친절도 모두 만족,직원,1,122
언제나 늘 기분 좋아지는 곳입니다,직원,1,125
역시나 특 1급 호텔답게 직원 분들 서비스가 최고 그리고 객실 시설 어메니티 굿굿 또 가고 싶어요,직원,1,128
신라는 서비스 참 좋은 거 같아 요 제주도도 그렇지만 서울도 참 좋아요,직원,1,143
친절하지만 절 부담스럽지 않은 서비스가 사람을 편하게 해주는 느낌이거든요,직원,1,143
직원의 뻣뻣한 태도에 좀 당황해서 별 뺐음,직원,0,147
직원들은 친절했구요,직원,1,149
직원들도 친절하고 난방도 따뜻하게 잘 되서 만족스럽습니다,직원,1,154
항상 믿음을 져버리지 않는 신라가 고맙습니다,직원,0,159
야경도 좋고 침구도 좋고 직원들도 모두 친절,직원,1,160
객실 상태도 좋았고 직원 분들도 친절했고 너무 좋았습니다,직원,1,167
직원들이 안내를 제대로 안 해줘서 주차하는데 고생을 좀 했습니다 고급 호텔이라는 생각을 가졌었는데 그 이미지에 걸 맞는 서비스는 못되는 것 같음,직원,0,168
직원 분들이 친절하고 식음료 업장에서 들이 격식 있고 발레파킹이 편하다,직원,1,173
가격 만큼이나 직원들의 서비스 정신이 장난 이님 진짜 신라 호텔 직원들 친절 짱이예요,직원,1,182
잇는 동안 살뜰하게 서비스해줘서 공주 대법 받고 온 기분이예요,직원,1,183
시설도 좋았고 직원분들이 친절하고 좋았습니다,직원,1,184
서비스 친절함,직원,1,190
시설 룸 업그레이드 등 등 어떤 것 하나 빠짐없이 완벽해서 감동받고 왔습니다,직원,1,190
방 청소 상태도 양호했고 직원 분들도 친절했습니다,직원,1,191
호텔의 직원들은 매우 친절하여 지 내는 데 불편함이 없었다,직원,1,192
하지만 직원들의 서비스는 최근 이용 한 특급호텔 중 최고였어요,직원,0,198
깔끔한 시설 친절한 직원 정말 한번은 꼭 가봐야 합니다,직원,1,200
직원 분들의 서비스도 좋았고 좋은 추억 만들었습니다,직원,1,210
직원 분들이 친절하고 깔끔하고 좋았습니다,직원,1,212
룸 업글도 해주시고 친절하셨어요,직원,1,213
직원 분들 너무 친절하고 항상 웃으면서 응대해줬어요,직원,1,219
기분 최악이네요,직원,0,221
직원들 친절함은 좋았습니다,직원,1,223
체크인 시 직원 응대가 이 때 껏 호텔 간 곳 중에 제일 불친절하고 불쾌했어요,직원,0,230
분명 예약을 했는데 제대로 찾아보지도 않고 예약이 안 되 있다고만 하시고 예약 번호를 알려드려도 제대로 확인도 안하고 그리고 옆에서 응대하는 직원은 친절하게 하시던데 저를 응대하시는 직원분은 정 반대더라구요,직원,0,230
사람 가려가면서 응대하는 건지 아니면 원래 그러시는지 모르겠지만 아무튼 기분이 매우 불쾌했어요,직원,0,230
좀 더 꼼꼼한 청소 부탁해요,직원,0,232
역시 신라호텔 이름 값 하네요,직원,1,235
직원들 서비스 마인드 너무 좋고 청소 상태 객실 컨디션 아주 마음에 들었습니다,직원,1,236
직원들 너무 친절해요,직원,1,237
직원 분들의 서비스가 훌륭함,직원,1,250
직원 분들도 너무 친절하시고 서비도 좋았어요,직원,1,259
직원 분들 모두 친절하시고 음식 수준이나 룸 위생상태 아주 훌륭했어요,직원,1,262
프로페셔널한 직원 분들 너무 보기 좋고 훈훈합니다,직원,1,266
룸컴디션도 좋고 조용하고 직원들도 친절하고 너무 좋았어요,직원,1,269
단 체크인 시 직원분의 태도는 문제가 있었습니다,직원,1,275
직원 분들의 서비스는 부담스럽지도 불핀절하지도 않고 기 분 좋게 맞이 해주시고 안내해주셔서 감사합니다,직원,1,276
만났던 직원들 하나같이 친절했고 부대시설도 이용할 만했어요,직원,1,286
음식도 맛있었고 직원 분들도 너무 친절하셔서 불편함 없이 지냈어요,직원,1,288
친절한 서비스와 깨끗한 침실까지 너무 잘 쉬다 갑니다,직원,1,290
일 처리 깔끔하고 직원 분들 너무 잘해주셔서 즐겁게 쉬고 갑니다,직원,1,297
직원들의 태도는 좋았지만 업무의 연관성이 연계되지 않고 본인의 업무에만 대응을 하는 부분이 조금은 아쉬웠습니다,직원,0,298
비가 정말 많이 오는 날이었음에도 불구하고 너무나 좋은 서비스와 친절함에 감동받았습니다,직원,1,301
직원들 태도 등 모든 것이 좋았고 객실 청결 등 모든 것이 좋았습니다,직원,1,304
직원 친절함,직원,1,305
최고의 서비스,직원,1,307
보통 직원들과 눈이 마주쳐서 식사에 집중하기가 힘든데 무슨 교육을 받은 지는 몰라도 엄청 부드럽게 서비스 해 주심,직원,1,321
외국에서 업체에서 손님이 오셨는데 위치나 청결도 직원들 태도 흠잡을 것이 없네요,직원,1,329
룸 컨디션 고객 응대 조식 모든 것이 완벽했어요,직원,1,331
프론트 직원이 약간 그랬는데 다른 직원들은 모두 감사했습니다,직원,0,336
직원 분들 다 친절하시고 시설도 맘에 들고 좋은 휴가 보내고 왔어요,직원,1,337
1 내부 시설 2 고객 응대 3 서비스,직원,1,345
고급스러움 프라이빗 친절한 직원,직원,1,351
스테프들도 친절하고 가격이 높은 건 어쩔 수 없네요,직원,1,358
스마트 설치 친절하고 즉각적인 직원 응대 레스토랑의 질,직원,1,359
친절한 직원 깨끗한 시설 맛있는 음식,직원,1,370
수영장 직원들 굉장히 친절함,직원,1,374
친절한 직원 서비스 식사,직원,1,375
서비스가 좋다,직원,1,381
여 타 5 성급에서 느낄 수 없었던 응대만 받은 기분입니다,직원,0,384
룸 컨디션 음식 친절도 뭐 하나 빠지는 것이 없어요,직원,1,387
서비스나 관리가 특별히 좋습니다,직원,1,394
서비스도 좋고 객실도 뷰도 너무 좋았어요,직원,1,397
친절한 미소로 응대하는 직원들 덕분에 즐거웠습니다,직원,1,399
역시 신 라라는 말이 나올 만큼 이그젝 카운터 직원들 모두 정 중하고 친절했습니다,직원,1,401
다 만 피트니스 직원들의 친절도는 기 분 나쁠 정도였네요,직원,0,401
객실 상태 직원 친절도 호텔 위치 너무 좋았습니다,직원,1,403
직원들 친절함이 너무 좋네요,직원,1,405
작은 이슈도 있었지만 모든 게 완벽했어요,직원,1,405
세시 체크인인데 두시 반쯤 미리 체크인이 가능했고 체크인 아웃 담당해주셨던 직원분의 친절한 안내와 빠른 처리 덕에 기분이 좋았습니다,직원,1,406
최고의 서비스를 경험해 볼 수 있습니다,직원,1,408
대한민국 1호 5성급 호텔이라는 타이틀을 가졌을 만큼 오래된 호텔이지만 오래 되었다는 느낌이 전혀 들지 않고 직원들의 응대는 어떤 호텔보다 훌륭합니다,직원,0,409
예전에는 정식 직원을 채용했다면 지금은 시간제 알바를 쓰는 듯합니다,직원,0,412
그런데 룸 서비스는 담당자께서는 매우 바쁘셨는지 좀 기분 나쁘게 식사 30 40분 전에 전화 주시라고 해서 아알겠다고 하고 끊었습니다,직원,0,416
아니 담당자들 간에 소통이 안 되시나요,직원,0,416
직원들은 다 친절하시고 라운지 음식도 괜찮네요,직원,1,419
클라스에 맞는 대접,직원,1,420
직원도 친절하고 서비스도 좋았습니다,직원,1,423
서비스가 다른 호텔들과 남달라요,직원,1,425
직원 분들도 친절하고 좋으세요,직원,1,430
너무 친절하고 역시 좋았어요,직원,1,431
직원들이 매우 친절합니다,직원,1,432
직원 모두가 친절했고 룸 컨디션과 음식 모두 좋았습니다,직원,1,435
이그제큐티브 이용 했는데 다들 너무 친절하시고 편하게 잘 쉬다가 왔습니다,직원,1,437
유명해서 음식도 괜찮았도 룸도 깔끔했지만 직원 분들 정말 친절해서 더 기억에 남을 듯해 요 감사해 여,직원,1,438
정말 서비스가 좋아서 기분이 너무 좋았어요,직원,1,440
직원의 친절도 부터 위생 하나하나 너무 좋았어요,직원,1,441
사우나도 깨끗하고 습식 건식 다 있어서 너무 좋고 음식 퀄리티도 훌륭하고 무엇보다 마주치는 직원들 모두가 다 친절하십니다,직원,1,443
부담스럽지 않은 친절함,직원,1,445
기분 좋아요,직원,1,445
라운지 이용했는데 너무 편하고 직원들이 친절했습니다,직원,1,449
친구 생일 겸해서 셋이 다녀왔는데 직원 분들 너무 친절하셨어요,직원,1,461
베딩 상태 최고 직원 친절도 또한 최고입니다,직원,1,462
무엇보다 일하시는 많은 스탭 분들이 친절하고 어떤 질문에 대한 답변을 매우 고객에 적합하게 해주셨던 것이 인상적입니다,직원,1,464
스파 시설도 시설물은 약간 전문적이지 않아 보였지만 테라피스트 분의 실력은 월등했습니다,직원,1,464
친절한 직원 분들 편안한 호텔 다 좋았습니다,직원,1,466
특히 직원 분들의 친절한 응대와 서비스에 만족합니다,직원,1,467
직원 분들도 대부분 친절하셨습니다,직원,1,468
룸 컨디션 직원 친절 등 다른 거는 다 좋았는데,직원,1,470
직원분들도 친절하셨고 남산뷰도 좋았습니다,직원,1,471
엄마 모시고 다녀오기 너무너무 좋고 직원들 친절도 별 5개 모자라 요 10개 드리고 싶습니다,직원,1,475
