0,1,2
1260,2,확인 하시고 시정 하셔야 할 듯합니다
1260,14,직원들은 친절하였습니다
1261,1,최근 리노베이션을 마친 울나라 최고의 호텔이라 생각합니다
1261,5,좋은 기회에 친구들이랑 스위트룸에 머물렀는데 어 메니티도 좋았고 룸 서비스도 괜찮았습니다
1261,8,다만 환기가 좀 안 되서 먼지가 좀 있는 거 빼놓고는 나무랄 데가 없었던 거 같습니다
1261,13,앞에 공원도 좋았고 근 10년 만에 다시 찾았는데 역시 시 내 중심부에서 있어서 접대용으로 딱 좋은 호텔 같습니다
1262,5,최근에 휴식 차 하루 숙박하게 되었고 이 호텔에는 처음
1262,5,방문하는 것이었습니다
1262,7,일단 가장 만족스러웠던 건 직원들의 서비스와 고급스러우면서도 절제된 인테리어인 것 같습니다
1262,1,너무 과하지도 않고 기품 있는 친절함이 굉장히 인상적이었고 인테리어나 익스테리어 조경 조명 등 는 경영진의 문화와 여가에 대한 높은 이 해도를 보여주는 듯 했습니다
1262,1,원래 이 호텔이 서 비스로 유명하다는 건 알고 있었지만 차원이 다른 수준에 놀랐습니다
1262,0,다만 인천 아시안 게임 등으로 바빴는지 몇 가지 작은 불편함
1262,2,미니바 내 티스푼 불결 직원의 잘못된 정보 전달 때때로 직원 간 커뮤니케이션이 매끄럽지 않았던 점 등 이 있었지만 티끌도 없는 수준의 완벽함을 바라지는 않기에 별로 신경 쓰이지 않았고 이해할 수 있는 부분이었습니다
1262,1,조용 한 휴식을 원하는 차원에서 방문했기 때문이기도 하지만 원래 사람이 많은 장소를 좋아하지 않아 세 번의 식사는 룸 서비스로 해결하였는데 모두 나무랄 데 없이 훌륭한 맛이었습니다
1262,0,특히 해산물 덮밥이 재료 각각의 특징이 잘 살아있게 적당히 잘 조리되었다고 생각합니다
1262,0,아침에 마신 직접 갈은 자몽 주스도 신선하고 좋았습니다
1262,1,아메리칸 브렉퍼스트도 맛은 월등했 으나 북미의 문화에 익숙한 저의 경험에 빗대어 보면 현지 호텔 식당의 같은 아침 식사 보다는 좀 배 부르지 않게 나오는 것은 아닌가 하는 생각이 들었습니다
1262,7,어 반 아일랜드는 번잡하지 않고 샤워 사우나 시설 등이 매우 깨끗해 좋았습니다
1262,0,다만 룸 서비스로 받아 마셨던 직접 갈은 자몽 주스를 거기에서도 먹을 수 있었다면 더욱 좋았을 것 같습니다
1262,0,아마 키 친에서 일일이 조달하기 힘든 문제가 있었는지 그곳의 자몽 주스는 대량 생산품의 맛이 났습니다
1262,1,호텔이 개선했으면 하는 점을 위주로 쓰다 보니 칭찬 보단 지적을 좀 하게 된 것 같지만 아주 만족스러운 휴식이었고 여가 비즈니스 가족 여행 등 어떠한 목적으로 묵어도 굉장히 만족할 만한 곳입니다
1262,5,다음에도 기회가 된다면 묵 고 싶습니다
1263,2,신라는 입구에서 차에 내릴 때부터 무수히 많은 발렛하시는 분 및 도어맨들로 대접받는 느낌이 들고 아름다운 로비를 거쳐 리셉션 가기 전에 이 미 직원이 걸어 나와 이름을 확인하고 바로 방을 확인하며 이그제큐티브 라운지 방일 경우 바로 라운지로 안내하여 라운지에서 체크인을 도와 줍니다
1263,9,오래된 건물이라 방은 좁지만 거의 유일한 단점이 다 싶을 정도로 방을 서비스 로 꽉 꽉 채워놨고 대형 편안한 침대 고급스러운 화장실 소파로 어 메니티도 몰튼 브라운 리모컨이 다소 불편해서 부모님이 쓰기 어려워하시는 점 외에는 콘덴서도 많고 방 편의시설이 잘 되어 있음
1263,0,신라는 가 아주 강한데 라운지 음식이 정말 최고임 라운지에서 3끼 애프터눈티가 해결 가능함 해피아워에는 지난번엔 랍스터 이번엔 안심 스테 이크 런치에 푸에그라와 안심 스테이크가
1263,0,항상 나오는 마카롱이나 케익도 훌륭하고 거기다 서비스가
1263,14,직원 분들 하나같이 다 친절하고 수영장 좋고 썬 배드에 누워 있으면 바람 살랑살랑 천국임 신라 콘래드 메리어트 동대문 서비스 신라 메리어트 콘래드 본인의 경험에 선 신라 콘래드 메리어트 이나
1263,14,메리어트는 서비스 친절하게 하려고 티를 많이 내는 편이고 웃고 다가와서 인사하고 이런 서비스 하지만 본인에겐 엄청난 불쾌감을 주었기에 의미가 없음
1263,14,콘래드는 불친절한 건 아닌데
1263,1,티 내는 서비스 자체가 없는 차이임 메리어트는 생색 내려 하나 별로 이 고 콘래드는 생색 낼 줄을 모르는 신라는 생색 낼 줄도 아는데다가 좋기까지
1263,15,숙박시 발렛 카드 도 주기 때문에 발렛도 무료 사우나 시설도 아주 훌륭함 앞으로 서울 호텔 스테이에는 항상 신라만 이용해야 할 것 같음
1264,5,서울 신라호텔이 리노베이션 이후에 가격이 많이 올라서 고민하다가 투숙했는데 너무 만족스러운 투숙이였습니다
1264,1,룸도 예전보다 환하고 모던한 느낌이 들었고 명성이 자자 한 클럽 라운지도 역시 기대를 저버리지 않고 훌륭했습니다
1264,0,조식 해피아워 등의 음료나 음식들도 다른 호텔과 비교할 수 없을 정도로 좋았습니다
1264,15,클럽 라운지 이용만 잘해도 투숙비가 아깝지 않을 정도예요
1264,15,다 음에도 투숙한다면 클럽 라운지 이용 가능한 룸으로 갈 예정입니다
1264,14,직원들도 친절하고 만족스러운 투숙이였습니다
1265,12,리모델링하고 나서 숙박하면서 더 좋아진 것 같아서 만족합니다 가격을 넘어 모든 서비스 측면에서 최고라고 뿌듯해요
1265,5,가족들과 특별한 시간 보냈습니다
1266,2,설 패키지 휴식 아님 스트레스 만 땅 이 그젝큐티브 라운지는 먼저 가서 자리 맡아야 하고 실 외 수영장 자꾸 지는 네 명이면 끽 방 스마트티비는 나홀로 꺼지고 켜지기를 반복히는 먹통 티비 저녁 식사는 줄이 오른쪽 왼쪽 좌충우돌 지적해도 그냥 네네 대답뿐 손님에게 친절하라고 교육했지만 문제 해결 능력 빵 상용 블로거에 당한 느낌 첵크아웃 하며 불만 말해 봐야 입만 아플거 뻔하다
1267,5,1년 반만의 재방문이었습니다
1267,12,서비스나 시설면에서 물론 아쉬운 점도 있었습니다만 오랜 시간 레노베이션을 거쳐 고객에게 내놓은 새로운 객실과 부대시설들은 신라 라는 이름에 조금도 손색이 없을 만큼 너무도 훌륭하고 만족스러웠습니다
1267,9,특히 객실 부분에 있어서는 아주 세세한 부분까지 손님들 눈높이를 맞추어 놓은 듯한 배려를 느낄 수 있었고 인테리어들 역시도 다른 호텔들과 비교 불가할 정도로 잘 배치되어 있었습니다
1267,1,명동 지역에 있는 호텔이나 남산에 있는 외국계 호텔과 어떤 부분 한 가지도 뒷쳐지 않는다고 생각 드네요
1268,1,매년 주기적인 호텔에서의 워크샵과 회의들 지루하 리 만큼 2박3일은 짧고도 긴 일정이였습니다
1268,1,올해는 신라호텔이 대대적인 를 하였다고 방송 매체와 인터넷에 홍보를 하여 큰 기대를 하고 갔습니다
1268,3,입구부터 차량들이 밀리기 시작하더니 드뎌 신라호텔 입구에 도착하니 도어맨이 반갑게 인사하면서 차량의 문을 열어 줍니다
1268,14,조그만 가방을 들고 내리는 데 나이가 조 금 들어 보이는 노련미가 있는 벨맨 지배인 같기도 하고 직원이 가방을 들어 준다고 가까이 와서 달라고 합니다
1268,7,너무 기분이 좋고 우대 받는 느낌이 좋았습니다
1268,1,2개월 전 구로의 사와 중구의 사의 서비스와는 하늘과 땅 차이입니다
1268,1,구로의 사를 이용 수기를 보니 좋았다는 리뷰가 있어 진정성을 의심하고 있었습니다
1268,1,저는 쓰레기 같은 대접과 고객인 저를 이상한 사람으로 보는 시선이 정말 서비스맨들이 일하는 곳인가
1268,5,후회를 많이 하고 있었습니다
1268,1,진정한 서비스는 자연스러운데서 오는 것이 아닐까 생각됩니다
1268,14,프론트에서 객실 체크인을 하고 동료를 기다리면서 직원들의 행동을 보니 제가 조금 전에 받은 서비스가 가식적이지 않는 서비스였다는 것을 알 수 있었습니다
1268,1,근데 조금 실망한 것은 로비가 너무 시끄럽고 5일장 같이 어 수선 느낌이 들었고 하였다고 하는데 작년과 똑 같은 것 같았습니다
1268,7,드뎌 객실로 고 고 대체적으로 모던 컨셉인 것 같습니다
1268,14,전체적으로 고객을 배려한 것이 곳곳에 느낄 수 있습니다
1268,6,책상 위에 각종 플러그 무료 인터넷 특히 침대에서 노트북을 사용할 수 있게 침대 옆 테이블에 콘센트가 있고 핸드폰도 충전할 수 있습니다
1268,2,다 손님들의 입장에서 배려한 것 같아 아 주 대 만족이였습니다
1268,8,또한 욕실의 화장품은 럭셔리한 몰턴 브라운을 사용하였고 냄새가 좋았습니다
1268,6,침대 밑에는 이불이 깔려 있어 물어 봤더니 피더 배드라고 거위털 이불 같은 것을 깔아서 구름 위에 자는 것처럼 온 몸을 감싸 안아 주는 느낌으로 잠을 잤습니다
1268,4,근데 아쉬운 점은 가운이 너무 크고 슬리퍼가 커서 2박3일 동안 사용을 못하고 잠을 잤던 기 억이 납니다
1268,1,외 국사람들의 취향에 맞게 했는지 동양인들은 배려를 안했는지 착 오로 제작했는지 도무지 이해가 가지 않았습니다
1268,9,또한 금고는 위로 개폐하는 것으로 갑자기 닿히면 손을 다칠 염려가 있어 위험해 보였습니다
1268,8,또한 포트에는 이물질이 쫌 있어서 아쉽고 이야기를 하려고 했는데 그냥 왔네요
1268,2,그래도 대체적으로 손님의 입장에서 생각하여 공사를 했구나 하는 생각이 들었습니다
1268,9,또한 는 삼성으로 50인치 보기에도 좋았고 스마트 같았는데 시간이 없어 해보지를 못하여 아쉬웠습니다
1268,14,신라호텔 몇 가지를 빼면 서비스부터 입니다
1269,1,멋지고 도심지의 고급스러운 호텔을 찾고 계시는 분이라면 신라 서울 호텔로 꼭 가보세요
1269,1,호텔 위치도 매우 도시 중심적이었고 프론트 직원들도 매우 친절하게 도와 주어서 좋았어요
1270,5,몇 일 전에 이 곳에서 이틀 밤을 지냈어요
1270,1,공항 경유 대기였고 인천 공항에서 조금 이동을 해야 했지만 그만한 가치가 충분히 있었어요
1270,1,호텔은 매우 멋졌어요
1270,7,로비는 동굴 같은 분위기였어요
1270,12,하룻 밤에 4만원 정도의 숙박료는 참 좋았어요
1270,1,남 태평양에서의 밤 비행기를 타고 온 저에겐 매우 고급 스러운 곳이었어요
1270,0,하지만 유일하게 아쉬운 점은 바로 음식과 음료 가격이었어요
1270,0,룸 서비스 가장 저렴한 요리는 서울에서 먹은 음식 비용과 거의 맛 먹는 수준이었어요
1270,5,하지만 다음에 서울에 가더라도 이 곳에 머무르고 싶어요
1271,1,전 최근에 신라 서울에서 3일을 머물렀어요
1271,5,저의 두 번째 여행이었는데요
1271,12,분위기와 서비스에 대 만족이에요
1271,7,방은 늘 깨끗했어요
1272,1,호텔의 정원엔 걷기 전용도로가 깔려 있습니다
1272,9,곳곳에 조각 등도 배치되어 있어 산책하는 겸 해서 걷고 있노라면 기분이 아주 좋아진답니다
1272,1,보안이 잘 되어 있는 호텔이라 이른 아침이라도 안심이랍니다
1273,9,겨울에 묵었는데 아메니티도 록 시턴 사 제품이라 정말 우아한 기분이 들더군요
1273,13,면세점이 인접해 있어서 쇼핑도 편리해요
1273,12,정말 대 만족이었어요
1273,0,조식은 뷔페식으로 메뉴도 풍부하고 아주 맛있었습니다
1273,1,언젠가 또 묵어보고 싶은 호텔이예요
1274,13,면세점에 걸어서 갈 수 있을 정도로 편리하므로 관광 목적의 하나인 쇼핑을 마음껏 할 수 있어 좋습니다 시간이 날 때마다 쇼핑할 수 있습니다
1274,1,호텔 자체는 깨끗했고 서비스도 좋았습니다
1274,0,아침 식사도 맛있어서 아주 만족스러웠습니다
1275,1,젊은 사람들에게는 별로 매력적이지 않을지 모르나 어느 정도 연배가 있는 분들이라면 역시 제일 마음에 드는 곳이 아닐까 싶습니다 고 상한 인테리어랑 더불어 일류 호텔의 품격이란 이런 것이 다 라는 것을 보여주는 듯한 분위기를 느낄 수 있었습니다 가격만 좀 저렴하다면 다른 곳에서 묵고 싶지 않을 정도였습니다
1276,1,호텔에 들어간 순간부터 엿 보였던 품격과 중후함을 체재 기간 중에도 계속 느낄 수 있었습니다
1276,9,방은 굉장히 널찍했고 욕조랑 샤워실이 따로 되어 있어 좋았습니다
1276,4,편의 도구는 제가 좋아하는 록 시땅이었습니다
1276,13,창문 밖으로는 신라 면세점과 동대문 방향이 보였고 야경도 훌륭했습니다
1276,15,마침 저렴한 플랜을 발견하게 되어서 모처럼의 기회인 것 같아 클럽 라운지에 묵었습 니다
1276,0,밤에는 칵테일 타임을 즐기고 라운지에서 아침 식사를 먹었습니다 라운지는 그다지 넓지 않았고 식사 종류도 많지는 않았지만 천천히 식사를 즐길 수 있었고 스텝 분들 대응도 좋아서 아주 기분 좋은 시간을 보낼 수 있었습니다
1276,0,특히 칵테일 타임에 먹은 호두가 올라간 치즈가 최고였습니다
1276,0,샴페인도 맛있었습니다
1276,15,또 피트니스와 도 이용했는데 플로어는 청결했고 사우나 욕탕 둘 다 아주 기분 좋게 이용했습니다
1276,9,플로어에 계속 머물 고 싶을 정도로 마음에 들었습니다
1276,0,마지막 날에 공항 가는 버스를 기다리는 시간에 1층 카페 라운지에서 당시 개최 중이었던 초컬릿 뷔페 를 가 봤는데 뷔페라고 하기에는 별로 종류가 없어서 약간 아쉬웠습니다
1276,1,하지만 라운지 자체는 아주 세련됐고 라이브로 연주도 하고 있어서 분위 기는 최고였습니다
1276,13,호텔은 번화가에서 떨어져 있으므로 이동하려면 택시가 필요한데 택시 요금이 싸므로 별로 신경 쓰이지 않았습니다
1276,1,역사가 깊은 호텔인데도 우아함과 신선함까지 갖추고 있어 굉장히 훌륭한 호텔이었습니다
1277,5,3박4일의 투어로 이용했습니다
1277,12,설비는 최고입니다
1277,13,셔틀버스도 편리하게 이용했습니다
1277,13,물론 면세점에는 3번이나 갔습니다
1277,1,걸어서 걸어가기 보다는 기본적으로 셔틀버스나 택시를 이용하는 편이 편리한 호텔입니다 고급 호텔이므로 좀처럼 묵기가 힘들지만 싼 여행 플랜이 나왔을 때라면 과감하게 묵어 보는 것도 후회 없을 정도의 호텔입니다
1277,5,싼 투어 가 있다면
1278,13,일단 병설된 면세점 이외에 호텔 지하에서도 쇼핑을 즐길 수 있습니다 면세점에도 있는데 호텔 지하에도 에르메스가 있었습니다
1278,0,소문대로 아침 식사도 종류가 많아서 즐거웠습니다
1279,1,우리 가족은 여러 지역을 여행하던 중이었는데 신라 호텔은 우리가 숙박했던 베스트 호텔 중 한 곳입니다
1279,1,세심한 서비스 훌륭한 룸 서비스 멋진 욕실 레스토랑의 음식 모두 마음에 들었습니다
1279,0,참고로 부페식으로 제공되는 식사는 정말 맛 있었는데 이용하기 전에 금액이 숙박비에 포함되어 있는지 별도인지 확인하시는 편이 좋습니다
1279,0,내 경우 식사비의 일부는 포함 이었고 일부는 별도였습니다
1279,1,우리가 거래한 여행사가 그렇게 패키지를 짠 것이라 신라 호텔의 탓은 아니지만 그 다음날 아침에 청구서를 받기까지 몰랐답니다
1279,1,단 한 가지 아쉬웠던 점은 세탁 서비스가 비싼 점이었습니다
1279,12,그 이외의 부분은 아주 만족스러웠고 다시 서울에 가게 되면 신라호텔에 숙박할 생각입니다
1279,14,비지니스 센터 직원들은 정말 친절했습니다
1279,2,볼 일이 있어 그 곳에 도착하고 보니 문을 닫기 5분 전이었고 꼭 전화를 걸어야 하는데 내 핸드폰은 고장난 상황이습니다
1279,2,데스크 직원은 자신의 전화기로 대신 전화를 걸어 차분하게 내게 전화기를 건네 주었습니다
1279,15,휘트니스 센터 시설도 아주 좋았습니다
1280,5,장성한 아이들을 데리고 가족 여행을 할 때 신 라호텔에 묵었는데 좋은 시간을 보냈습니다
1280,1,이 호텔에는 5 성급 호텔에 기대할 수 있는 모든 것이 갖추어져 있습니다
1280,9,그런데 객실의 경우에 편의시설이 잘 갖추어져 있는 반면 공간이 협소했고 아침식사는 의외라 생각될 만큼 비쌌습니다
1280,15,그리고 야외 풀장은 소리를 질러대는 아이들로 붐볐습니다
1281,1,승차한 자가 용이 호텔에 도착한 순간부터 당신은 무언가가 다르다는 것을 알게 될 것입니다
1281,8,신라호텔은 세월의 흔적이 느껴지긴 하지만 그 서비스는 흠잡을 데 없는 것이었습니다
1281,2,로비에 처음
1281,14,들어갔을 때 이름을 호명되고 환영 인사를 받았습니다
1281,2,아직도 내가 도착한 줄 그들이 어떻게 알았는지 모릅니다
1281,1,호텔로 도착하기까지 자가용을 이용했습는 데 내가 도착한 것 인지 어떻게 알았을까요
1281,2,게 다가 체크인 시간보다 이른 시간에 도착했지만 내 방은 이미 세팅이 되어 있었습니다
1281,0,객실이 클럽 층이었는데 라운지가 같은 층에 있어서 거기서 아침 식사를 하였습니다
1281,13,위치는 아주 편리한 곳이라 주변 지역으로의 접근성이 좋고 서울 타워나 주변 상점에 잠깐 갔다
1281,13,오기에 편리합니다
1281,13,하지만 교통이 집중되는 곳이라 교통체증이 있을 수 있습니다
1281,15,휘트니스 센터와 수영장 시설이 아주 잘 되어 있고 뷔페식 디너도 역시 정말 만족스러웠습니다
1281,1,여행 자금에 여유가 있어서 이 호텔에서 돈을 마음껏 쓸 수 있다면 그렇게 하세요
1281,5,후회하진 않을 듯합니다
1282,1,신라호텔은 짐작 컨데 이 지역 최고의 호텔이지만 단점이 있다면 그 위치입니다
1282,1,중심부에서 다소 떨어져 있고 하루 종일 정체가 극심한 곳에 있기 때문에 어딘가에 가려고 할 때 다른 호텔에서 출발할 때보다 시간이 더 많이 걸립니다
1282,9,그 반면에 호텔의 부지가 넓고 구석구석 세심하게 신경을 써서 멋스럽게 단장을 해 놓았습니다
1282,1,로비 같은 공공 장소와 객실도 인상적이었 으며 서비스 또한 훌륭했습니다
1282,12,하지만 그런 점들이 가격에 반영되어 있습니다
1283,9,럭셔리한 호텔에서 숙박할 수 있는 현대적인 디자인 내 방은 전망이 좋았는데 남 산 해 하지만 한 욕조와 침대 사이에 있는 아주 좋아 하지 않는데 나무 아래에 있는 블라인드가 원격 제어 가 항상 닫힙니다
1283,0,아침 식사 뷔페는 메뉴도 다양하고 여러 종류의 요리가 있고 같은 한국 중국 일본 서양 등이 있습니다
1283,0,내 즐겨 찾기에 말씀드렸고 치즈 오믈렛 그리고 주스를 선택 양배추 에는 오이 와 사과 주스 팁 가 기 전에 아침 식사를 하고 9 또는 다른 장착 얻을 것입니다
1283,9,객실은 괜찮았다
1283,12,생각했던 것 보다 비쌉니다
1283,14,직원들은 친절하고 도움이 되었습니다
1283,1,리무진 버스가 있을 경우 인천 공항 신라 호텔 한 시간에 한 번 정도 다음번에 출장을 회사에서 저를 이곳에 다시 머물며 허용할 수 있습니다
1284,1,서울에 있는 신라 호텔에 숙박 중 최고입니다
1284,2,적어도 이것이 우리의 숙박을 예약하는 권장 사항 에서 한국 신라
1284,6,방은 매우 좋았지만 작은 킹 사이즈 침대도 있어
1284,6,제 아내와 저는 10번 아들 첫날 밤에는 함께 사용자 었지만 침대가 너무 작은 여분의 침대를 주문했다
1284,6,하룻밤에 30 여분의 침대가 나쁘지 않다
1284,5,또 다른 아들 로 하룻밤에 26 추가 손님 수 있기 때문에 나쁘진 않아요
1284,0,음식은 비싼 편이지만 그냥 비싸고 너무 많은 것을 생각한다
1284,0,한 사람 당 109 저녁 식사 뷔페 뷔페식 아침 식사가 59 사용할 수 있습니다
1284,1,커피를 18 그래 우리는 다른 곳에서 먹을 수 있게 하기 결정했습니다
1284,1,부페는 괜찮다 하지만 더 신선하고 품질이 우수한 방법으로 갈 수 있다 한국인들이 과 시 하는 것은 럭셔리 호텔 들의 경우 예외 항목 없음
1284,1,로비에서 이 사람들이 사람들을 항상 주는 것
1284,1,이러한 사실은 방에 사람들이 모르는 경우 호텔 가격이 높은 상태지만 내 생각에 그 비싼 음식을 합리적인 선택 음식은 기 대 이상 이 아닌 나는 5성급 잡으 실려면
1285,1,제가 머물렀던 호텔 중 최고의 호텔이었어요
1285,1,방은 완벽한 크기와 잘 분산 모든 것이 자동 일요일 이 면 아침 식사는 호텔에서 멋진 여행을 할 수 있는 많은 지역 주민 인식 및 한국인과 가 긴 대괄호 전반적으로 탁월한 선택
1286,1,서울에 있는 호텔로 고급스러운 되지 않고 모든 것을 제가 투숙한 건 아니지만 제가 가장 좋아하는 신라 입니다
1286,1,놀라운 서비스는 예상했던 대로 이었기 때문에 이 호텔은 아름답지 지
1286,0,동대문에서 그리 멀지 않 아침 식사는 아주 좋은
1287,1,좋은 호텔 좋은 직원들 환상적인 방 훌륭한 아침 식사 화려한 로비가 있습니다
1287,1,저는 전반적으로 이 호텔은 정말 최고일 수도 서울에서 최고 중 최고의 경우 한국 보다 일반적으로 또는
1288,1,나는 내 아내와 호텔 신라 에서 1박 이는 뛰어난 이그제큐티브 라운지
1288,0,아침 식사도 즐길 수 점심 식사 저녁 식사를 하기에 이 때 실망하지 않습니다
1288,15,앞에 있는 산 에 위치한 이 호텔은 전통적인 스타일의 연회를 즐길 수 있는 곳 호텔에 좋은 조깅 코스가 있는 야외 수영장 호텔 사우나와 체육시설 을 사용하게 만든다
1288,13,호텔은 지하철 역에서 하 지만 걸어서 5분 걸리는 호텔 을
1288,1,또한 뻣뻣한 작은 호텔로 가는 길 한 가지 불편하다고 말할 수 전반적으로 저는 매우 만족스러운 신라 서울 이 비즈니스 여행객 과 레저 여행객 모두에게 추천 합니다
1289,1,다섯 개의 스타 호텔 가격 태그가 있어서 좀 실망스럽게 었다
1289,9,주차 공간이 지 비싼 음식은 평범한 경험 사용되는 수영장도 좋지만 별도 직원들은 정 중하고 친절하고 합니다
1289,1,그냥 주관적인 관찰 직원들이 있는 것처럼 보이지만 억제 성가심 호텔 주변의 정보를 즐길 수 있었지만 그는 도로 작업 대부분 하룻밤에 우리는 긴급 했습니다
1289,1,그는 정보가 다른 한 쪽을 선택하는 것이 호텔 입니다
1289,2,아니면 그에 맞게 해당 정보를 생략합니다
1289,1,마지막으로 중요 왼쪽에 두가지 객실 호텔이 제공하는 충분히 좋은 보낼 로컬 주소 배송에 지불해야 한다
1289,1,저는 똑같은 실수를 할 때는 호텔 브뤼셀 파리의 호텔로 보내주시기 나 자유 할 수 있습니다
1289,1,호텔 브뤼셀 신라의 호텔 보다 가격이 세 야 그냥 말 하자
1289,1,나는 이 호텔을 추천하지 않으면 일회용 저소득층 일부 신라 같은 평범한 경험
1290,5,제가 묵었던 호텔 신라 편인데 제 친구의 결혼식에 참석하기 전에 나는 호텔의 야외 정원 에서 개최 한국에서 처음
1290,1,가 본 결혼식 전체 화려한 결혼식 이 혼합 된 서양 한국식 팝 항상 멋진 서울 신라 호텔의 방에서 머물 현대적이고 깨끗하고 친절하고 손질 사용자 아침 식사는 5 성 호텔 신라 를 제외한 다른 어떤 설정 아침 식사 일요일 브런치 는 꼭 미리 예 약 방법 우브드에 일요일 브런치가 유명한 스파는 정말 좋은 장식 된 매우 넓지 그 옆에 있는 이 호텔은 편리한 면세점 쇼핑도 할 수 있는 사람들이 자유롭게 강력 추천하는 서울 신라 호텔
1291,7,찾기 힘든 것이 흠 멋진 방 편안하고 잘 정돈 되어 있었다
1291,1,우리는 17 층 이 라 밤에 웅장한 풍경 호텔 전체에서 가장 친절한 직원들이 있는 전 세계 어디서나 발생 훌륭한 아침 식사를 할 수 있는 요리 좋은 커피 전체적으로 이 호텔은 세부 최고의 주의를 끌기 수 있습니다
1291,1,저녁을 먹어 주 라 그들의 한국 식당 3성급 미슐랭 이 놓칠 수 없지만 에서 미리 예약 한다
1291,13,이 호텔은 지하철 역이 3 행에 있는 좋은 위치 따라서 쉽게 라운드를 받고 가파른 계단을 걸어 한 설정 및 지하철 안을 수는 10분에 셔틀 버스가 있어서 호텔 주변에 작은 회로 하죠
1291,1,훌륭한 호텔 스타일 덕분에 우리는 서울에서 5일 숙박이 비싸긴 했지만 매우 즐거운 충족 기대
1292,1,2일 밤을 묵었는데 비즈니스 이 매우 효율적인 호텔 위치가 매우 중심에 있고 택시를 타고 볼 수 있지만 어떤 방들은 아주 현대적이고 저렴한 가격에 이용할 수 있으며 다양한 24 7 조심 다리미 방 세탁은 좋지만 비싼 물건을 한 경우 입니다
1292,5,우리는 이곳에 좋은 기회를 보지 않았다
1292,0,음료가 너무 비싸다
1292,2,세금이 32가지 등을 함께
1293,1,거의 30 년 후에 다시 가족과 함께 그때 제가 묵었던 신라 사랑스러운 기 억 그 이후는 확실히 높은 고급스러운 바 더 이상 클럽 포인트 5성급 호텔은 다른 곳에 다릅니다
1293,1,객실은 깨끗한 호텔 조용하고 친절하게 서비스를 하는 것이 별 의 경우는 시간이 숨막힐 듯한 이그제큐티브 층 전망 은 남산타워 에 머물러서 클럽 엄격한 액 세스 분실 및 키를 한 번 수상 했지만 데스크 직원 우리는 한 주 동안 매일 가서 칵테일 가 방으로 가려면 주지 않고 와인 한 잔을 수 또는 다른 것들은 심지어 과자 를 즐길 수 있는 2층 방에서 내려다
1293,0,이 말을 잼이 인상적인 우리는 그곳에 있지 않은 많은 사람들이 하는 전체 식사 조금 불편한 사실 로 자리를 하기 전에 모든 식사가 9 찾을 수 없습니다
1293,15,확실히 다른 다른 클럽 라운지
1293,13,위치가 좋은 것
1293,13,택시를 타고 호텔로 가는 셔틀이 있지만 시간을 편리한 위치 명동 동대문 을 주요 지하철을 타고 어디든 쉽게 갈 수 있는 몇 개조하면 되겠 어 서비스 게 만들어준 더군요
1293,2,그럼에도 불구하고 이 같은 곳을 그냥 확인하도록 큰 이벤트가 일어나고 예약 데스크 그 차는 호텔 앞에 손님을 우선 으로 관심이 불가능합 니다
1293,1,서비스 문제 입니다
1294,15,신라호텔은 야외 수영장은 두 번 생각할 사용 정보 일단 비쌉니다
1294,1,사용 요금을 내야 하고 즐길 수 있는 거의 숨을 흡입 해서 가격이 라
1294,2,둘째 현재 시스템에 의 해 할당된 일광욕 이라고 하면 손목 밴드를 하는 기간을 몸이 해당 카드 및 모니터링할 수 있습니다
1294,2,모니터링할 다음 인명 구조대 또는 오히려 재미 경찰 그 많고 많은 모든 구멍을 낼 수 있는 기적 소리 를 신속하게 사용할 수 있어
1294,9,중지하고 튕기 하는 것 같았고 점프 물 받았던 비치 공 10분 휴식 등도 모두 주 기적으로 때의 손님들이 모두 떠나 가 다 풀 찬 많았어요
1294,1,아주 특별한 전체적으로 아름다운 공간에 있지만 특별한 서울에 가서 함께 할 당신의 눈 그리고 지갑 활짝 열려
1295,1,5성급 호텔에 기대하는 모든 것들이 다
1295,14,좋은 서비스 효율적인 아직 압도 경제적이지는 않 컨시어지 매우 도움이 되었다
1295,16,완벽한 객실 편안한 침대 및 침구 욕실은 큰 샤워와 욕조가 분리된 아주 좋은 효율적인 헤어 드라이어
1295,4,북미 지역 전원 코드 수용할 수 있는 전원 콘센트 충전 플러그도 있었습니다
1295,11,매우 바쁜 호텔이 우리가 묵는 동안 방에 있는 복도 소음이 되지 않습니다
1295,15,뷔페식 아침 식사 하지만 비싼 뭔가 좀 신고 전에 없이 8 시 30 지하철 역은 걸어서 아주 쉽고 안전하게 사용할 수 있고 멋진 호텔 멋진 숙박 가지 않을 수 야외 수영장은 열 사람들 호텔에서 숙박하고 입 장료 지불
1296,7,퍼스트 클래스 호텔을 아주 간단하게 놀라운 시설 방은 넓었고 매우 깨끗하고 침대는 매우 편안했어요
1296,16,화장실도 최고입니다
1296,1,음식도 훌륭하고 직원들은 친절한 방식 나는 사람들에게 이 호텔을 추천합니다
1297,1,저는 이 호텔에 대한 모든 정보를 평가 건축 스타일의 객실과 라운지 우아하고 따뜻한 환영 합니다
1297,14,또한 아가씨 방에 청소 하는 직원들은 매우 전문적인 관리자 및 작업 빠르고 크기 방은 편안했고 소리 없이 깨끗하고 잘 꾸며진 그리고 무료 서비스는 표준 저는 모든 직원들도 감사합니다
